,zeilen,zeichen
3141,"
",1
3142,"Ungeachtet der Vorschrift des Artikels 31 bleiben Bestimmungen der Landesverfassungen auch insoweit in Kraft,
",110
3143,"als sie in Übereinstimmung mit den Artikeln 1 bis 18 dieses Grundgesetzes Grundrechte gewährleisten.
",101
3144,"Art 142a (weggefallen)
",23
3145,"Art 143 
",9
3146,"
",1
3147," 
",2
3148,"
",1
3149,"(1) Recht in dem in Artikel 3 des Einigungsvertrags genannten Gebiet kann längstens bis zum 31. Dezember
",105
3150,"1992 von Bestimmungen dieses Grundgesetzes abweichen, soweit und solange infolge der unterschiedlichen
",103
3151,"Verhältnisse die völlige Anpassung an die grundgesetzliche Ordnung noch nicht erreicht werden kann.
",100
3152,"Abweichungen dürfen nicht gegen Artikel 19 Abs. 2 verstoßen und müssen mit den in Artikel 79 Abs. 3
",100
3153,"genannten Grundsätzen vereinbar sein.
",38
3154,"(2) Abweichungen von den Abschnitten II, VIII, VIIIa, IX, X und XI sind längstens bis zum 31. Dezember 1995
",108
3155,"zulässig.
",10
3156,"(3) Unabhängig von Absatz 1 und 2 haben Artikel 41 des Einigungsvertrags und Regelungen zu seiner
",98
3157,"Durchführung auch insoweit Bestand, als sie vorsehen, daß Eingriffe in das Eigentum auf dem in Artikel 3 dieses
",112
3158,"Vertrags genannten Gebiet nicht mehr rückgängig gemacht werden.
",64
3159,"Art 143a 
",10
3160,"
",1
3161," 
",2
3162,"
",1
3163,"(1) Der Bund hat die ausschließliche Gesetzgebung über alle Angelegenheiten, die sich aus der Umwandlung der
",109
3164,"in bundeseigener Verwaltung geführten Bundeseisenbahnen in Wirtschaftsunternehmen ergeben. Artikel 87e
",103
3165,"Abs. 5 findet entsprechende Anwendung. Beamte der Bundeseisenbahnen können durch Gesetz unter Wahrung
",102
3166,"ihrer Rechtsstellung und der Verantwortung des Dienstherrn einer privat-rechtlich organisierten Eisenbahn des
",110
3167,"Bundes zur Dienstleistung zugewiesen werden.
",45
3168,"
",1
3169,"- Seite 46 von 50 -
",20
3170,"
",1
3171,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
3172,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
3173,"
",1
3174,"(2) Gesetze nach Absatz 1 führt der Bund aus.
",46
3175,"(3) Die Erfüllung der Aufgaben im Bereich des Schienenpersonennahverkehrs der bisherigen Bundeseisenbahnen
",107
3176,"ist bis zum 31. Dezember 1995 Sache des Bundes. Dies gilt auch für die entsprechenden Aufgaben der
",99
3177,"Eisenbahnverkehrsverwaltung. Das Nähere wird durch Bundesgesetz geregelt, das der Zustimmung des
",97
3178,"Bundesrates bedarf.
",20
3179,"Art 143b 
",10
3180,"
",1
3181," 
",2
3182,"
",1
3183,"(1) Das Sondervermögen Deutsche Bundespost wird nach Maßgabe eines Bundesgesetzes in Unternehmen
",97
3184,"privater Rechtsform umgewandelt. Der Bund hat die ausschließliche Gesetzgebung über alle sich hieraus
",102
3185,"ergebenden Angelegenheiten.
",28
3186,"(2) Die vor der Umwandlung bestehenden ausschließlichen Rechte des Bundes können durch Bundesgesetz
",100
3187,"für eine Übergangszeit den aus der Deutschen Bundespost POSTDIENST und der Deutschen Bundespost
",96
3188,"TELEKOM hervorgegangenen Unternehmen verliehen werden. Die Kapitalmehrheit am Nachfolgeunternehmen
",99
3189,"der Deutschen Bundespost POSTDIENST darf der Bund frühestens fünf Jahre nach Inkrafttreten des Gesetzes
",104
3190,"aufgeben. Dazu bedarf es eines Bundesgesetzes mit Zustimmung des Bundesrates.
",78
3191,"(3) Die bei der Deutschen Bundespost tätigen Bundesbeamten werden unter Wahrung ihrer Rechtsstellung
",101
3192,"und der Verantwortung des Dienstherrn bei den privaten Unternehmen beschäftigt. Die Unternehmen üben
",101
3193,"Dienstherrenbefugnisse aus. Das Nähere bestimmt ein Bundesgesetz.
",66
3194,"Art 143c 
",10
3195,"
",1
3196," 
",2
3197,"
",1
3198,"(1) Den Ländern stehen ab dem 1. Januar 2007 bis zum 31. Dezember 2019 für den durch die Abschaffung
",101
3199,"der Gemeinschaftsaufgaben Ausbau und Neubau von Hochschulen einschließlich Hochschulkliniken
",93
3200,"und Bildungsplanung sowie für den durch die Abschaffung der Finanzhilfen zur Verbesserung der
",94
3201,"Verkehrsverhältnisse der Gemeinden und zur sozialen Wohnraumförderung bedingten Wegfall der
",92
3202,"Finanzierungsanteile des Bundes jährlich Beträge aus dem Haushalt des Bundes zu. Bis zum 31. Dezember 2013
",107
3203,"werden diese Beträge aus dem Durchschnitt der Finanzierungsanteile des Bundes im Referenzzeitraum 2000 bis
",107
3204,"2008 ermittelt.
",16
3205,"(2) Die Beträge nach Absatz 1 werden auf die Länder bis zum 31. Dezember 2013 wie folgt verteilt:
",98
3206,"1.   als jährliche Festbeträge, deren Höhe sich nach dem Durchschnittsanteil eines jeden Landes im Zeitraum
",108
3207,"2000 bis 2003 errechnet;
",25
3208,"2.   jeweils zweckgebunden an den Aufgabenbereich der bisherigen Mischfinanzierungen.
",86
3209," 
",2
3210,"
",1
3211," 
",2
3212,"
",1
3213,"(3) Bund und Länder überprüfen bis Ende 2013, in welcher Höhe die den Ländern nach Absatz 1 zugewiesenen
",105
3214,"Finanzierungsmittel zur Aufgabenerfüllung der Länder noch angemessen und erforderlich sind. Ab dem 1.
",102
3215,"Januar 2014 entfällt die nach Absatz 2 Nr. 2 vorgesehene Zweckbindung der nach Absatz 1 zugewiesenen
",101
3216,"Finanzierungsmittel; die investive Zweckbindung des Mittelvolumens bleibt bestehen. Die Vereinbarungen aus
",107
3217,"dem Solidarpakt II bleiben unberührt.
",38
3218,"(4) Das Nähere regelt ein Bundesgesetz, das der Zustimmung des Bundesrates bedarf.
",83
3219,"Art 143d 
",10
3220,"
",1
3221," 
",2
3222,"
",1
3223,"(1) Artikel 109 und 115 in der bis zum 31. Juli 2009 geltenden Fassung sind letztmals auf das Haushaltsjahr
",108
3224,"2010 anzuwenden. Artikel 109 und 115 in der ab dem 1. August 2009 geltenden Fassung sind erstmals für
",102
3225,"das Haushaltsjahr 2011 anzuwenden; am 31. Dezember 2010 bestehende Kreditermächtigungen für bereits
",100
3226,"eingerichtete Sondervermögen bleiben unberührt. Die Länder dürfen im Zeitraum vom 1. Januar 2011 bis
",101
3227,"zum 31. Dezember 2019 nach Maßgabe der geltenden landesrechtlichen Regelungen von den Vorgaben des
",99
3228,"Artikels 109 Absatz 3 abweichen. Die Haushalte der Länder sind so aufzustellen, dass im Haushaltsjahr 2020 die
",111
3229,"Vorgabe aus Artikel 109 Absatz 3 Satz 5 erfüllt wird. Der Bund kann im Zeitraum vom 1. Januar 2011 bis zum 31.
",111
3230,"Dezember 2015 von der Vorgabe des Artikels 115 Absatz 2 Satz 2 abweichen. Mit dem Abbau des bestehenden
",104
3231,"Defizits soll im Haushaltsjahr 2011 begonnen werden. Die jährlichen Haushalte sind so aufzustellen, dass im
",108
3232,"Haushaltsjahr 2016 die Vorgabe aus Artikel 115 Absatz 2 Satz 2 erfüllt wird; das Nähere regelt ein Bundesgesetz.
",113
3233,"(2) Als Hilfe zur Einhaltung der Vorgaben des Artikels 109 Absatz 3 ab dem 1. Januar 2020 können den
",101
3234,"Ländern Berlin, Bremen, Saarland, Sachsen-Anhalt und Schleswig-Holstein für den Zeitraum 2011 bis 2019
",103
3235,"- Seite 47 von 50 -
",20
3236,"
",1
3237,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
3238,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
3239,"
",1
3240,"Konsolidierungshilfen aus dem Haushalt des Bundes in Höhe von insgesamt 800 Millionen Euro jährlich
",100
3241,"gewährt werden. Davon entfallen auf Bremen 300 Millionen Euro, auf das Saarland 260 Millionen Euro und auf
",107
3242,"Berlin, Sachsen-Anhalt und Schleswig-Holstein jeweils 80 Millionen Euro. Die Hilfen werden auf der Grundlage
",109
3243,"einer Verwaltungsvereinbarung nach Maßgabe eines Bundesgesetzes mit Zustimmung des Bundesrates
",95
3244,"geleistet. Die Gewährung der Hilfen setzt einen vollständigen Abbau der Finanzierungsdefizite bis zum
",102
3245,"Jahresende 2020 voraus. Das Nähere, insbesondere die jährlichen Abbauschritte der Finanzierungsdefizite, die
",109
3246,"Überwachung des Abbaus der Finanzierungsdefizite durch den Stabilitätsrat sowie die Konsequenzen im Falle
",106
3247,"der Nichteinhaltung der Abbauschritte, wird durch Bundesgesetz mit Zustimmung des Bundesrates und durch
",104
3248,"Verwaltungsvereinbarung geregelt. Die gleichzeitige Gewährung der Konsolidierungshilfen und Sanierungshilfen
",109
3249,"auf Grund einer extremen Haushaltsnotlage ist ausgeschlossen.
",62
3250,"(3) Die sich aus der Gewährung der Konsolidierungshilfen ergebende Finanzierungslast wird hälftig von Bund
",107
3251,"und Ländern, von letzteren aus ihrem Umsatzsteueranteil, getragen. Das Nähere wird durch Bundesgesetz mit
",106
3252,"Zustimmung des Bundesrates geregelt.
",37
3253,"(4) Als Hilfe zur künftig eigenständigen Einhaltung der Vorgaben des Artikels 109 Absatz 3 können den Ländern
",110
3254,"Bremen und Saarland ab dem 1. Januar 2020 Sanierungshilfen in Höhe von jährlich insgesamt 800 Millionen
",104
3255,"Euro aus dem Haushalt des Bundes gewährt werden. Die Länder ergreifen hierzu Maßnahmen zum Abbau
",97
3256,"der übermäßigen Verschuldung sowie zur Stärkung der Wirtschafts- und Finanzkraft. Das Nähere regelt ein
",104
3257,"Bundesgesetz, das der Zustimmung des Bundesrates bedarf. Die gleichzeitige Gewährung der Sanierungshilfen
",106
3258,"und Sanierungshilfen auf Grund einer extremen Haushaltsnotlage ist ausgeschlossen.
",83
3259,"Art 143e 
",10
3260,"
",1
3261," 
",2
3262,"
",1
3263,"(1) Die Bundesautobahnen werden abweichend von Artikel 90 Absatz 2 längstens bis zum 31. Dezember 2020 in
",106
3264,"Auftragsverwaltung durch die Länder oder die nach Landesrecht zuständigen Selbstverwaltungskörperschaften
",106
3265,"geführt. Der Bund regelt die Umwandlung der Auftragsverwaltung in Bundesverwaltung nach Artikel 90 Absatz 2
",108
3266,"und 4 durch Bundesgesetz mit Zustimmung des Bundesrates.
",57
3267,"(2) Auf Antrag eines Landes, der bis zum 31. Dezember 2018 zu stellen ist, übernimmt der Bund abweichend von
",109
3268,"Artikel 90 Absatz 4 die sonstigen Bundesstraßen des Fernverkehrs, soweit sie im Gebiet dieses Landes liegen, mit
",113
3269,"Wirkung zum 1. Januar 2021 in Bundesverwaltung.
",48
3270,"Art 143f 
",10
3271,"
",1
3272," 
",2
3273,"
",1
3274,"Artikel 143d, das Gesetz über den Finanzausgleich zwischen Bund und Ländern sowie sonstige auf der Grundlage
",109
3275,"von Artikel 107 Absatz 2 in seiner ab dem 1. Januar 2020 geltenden Fassung erlassene Gesetze treten außer
",106
3276,"Kraft, wenn nach dem 31. Dezember 2030 die Bundesregierung, der Bundestag oder gemeinsam mindestens
",100
3277,"drei Länder Verhandlungen über eine Neuordnung der bundesstaatlichen Finanzbeziehungen verlangt haben
",102
3278,"und mit Ablauf von fünf Jahren nach Notifikation des Verhandlungsverlangens der Bundesregierung, des
",101
3279,"Bundestages oder der Länder beim Bundespräsidenten keine gesetzliche Neuordnung der bundesstaatlichen
",102
3280,"Finanzbeziehungen in Kraft getreten ist. Der Tag des Außerkrafttretens ist im Bundesgesetzblatt bekannt zu
",107
3281,"geben.
",7
3282,"Art 143g 
",10
3283,"
",1
3284," 
",2
3285,"
",1
3286,"Für die Regelung der Steuerertragsverteilung, des Länderfinanzausgleichs und der
",81
3287,"Bundesergänzungszuweisungen bis zum 31. Dezember 2019 ist Artikel 107 in seiner bis zum Inkrafttreten des
",106
3288,"Gesetzes zur Änderung des Grundgesetzes vom 13. Juli 2017 geltenden Fassung weiter anzuwenden.
",95
3289,"Art 144 
",9
3290,"
",1
3291," 
",2
3292,"
",1
3293,"(1) Dieses Grundgesetz bedarf der Annahme durch die Volksvertretungen in zwei Dritteln der deutschen Länder,
",109
3294,"in denen es zunächst gelten soll.
",34
3295,"(2) Soweit die Anwendung dieses Grundgesetzes in einem der in Artikel 23 aufgeführten Länder oder in einem
",107
3296,"Teile eines dieser Länder Beschränkungen unterliegt, hat das Land oder der Teil des Landes das Recht, gemäß
",108
3297,"Artikel 38 Vertreter in den Bundestag und gemäß Artikel 50 Vertreter in den Bundesrat zu entsenden.
",100
3298,"Art 145 
",9
3299,"
",1
3300," 
",2
3301,"
",1
3302,"(1) Der Parlamentarische Rat stellt in öffentlicher Sitzung unter Mitwirkung der Abgeordneten Groß-Berlins die
",111
3303,"Annahme dieses Grundgesetzes fest, fertigt es aus und verkündet es.
",68
3304,"- Seite 48 von 50 -
",20
3305,"
",1
3306,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
3307,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
3308,"
",1
3309,"(2) Dieses Grundgesetz tritt mit Ablauf des Tages der Verkündung in Kraft.
",75
3310,"(3) Es ist im Bundesgesetzblatte zu veröffentlichen.
",53
3311,"Art 146 
",9
3312,"
",1
3313," 
",2
3314,"
",1
3315,"Dieses Grundgesetz, das nach Vollendung der Einheit und Freiheit Deutschlands für das gesamte deutsche Volk
",108
3316,"gilt, verliert seine Gültigkeit an dem Tage, an dem eine Verfassung in Kraft tritt, die von dem deutschen Volke in
",115
3317,"freier Entscheidung beschlossen worden ist.
",44
3318,"Anhang EV 
",11
3319,"
",1
3320," 
",2
3321,"
",1
3322,"- EinigVtr v. 31.8.1990 II 889, 890 - 892, sieht folgende Maßgaben vor:
",72
3323," 
",2
3324,"Artikel 3
",10
3325,"Inkrafttreten des Grundgesetzes
",32
3326,"Mit dem Wirksamwerden des Beitritts tritt das Grundgesetz für die Bundesrepublik Deutschland in der
",100
3327,"im Bundesgesetzblatt Teil III, Gliederungsnummer 100-1, veröffentlichten bereinigten Fassung, zuletzt
",102
3328,"geändert durch Gesetz vom 21. Dezember 1983 (BGBl. I S. 1481), in den Ländern Brandenburg, MecklenburgVorpommern, Sachsen, Sachsen-Anhalt und Thüringen sowie in dem Teil des Landes Berlin, in dem es bisher
",206
3329,"nicht galt, mit den sich aus Artikel 4 ergebenden Änderungen in Kraft, soweit in diesem Vertrag nichts anderes
",111
3330,"bestimmt ist.
",14
3331," 
",2
3332,"Artikel 4
",10
3333,"Beitrittsbedingte Änderungen des Grundgesetzes
",47
3334,"... (betroffen: Präambel, Art. 23, 51, 135a, 143, 146)
",55
3335," 
",2
3336,"Artikel 5
",10
3337,"Künftige Verfassungsänderungen
",31
3338,"Die Regierungen der beiden Vertragsparteien empfehlen den gesetzgebenden Körperschaften des vereinten
",102
3339,"Deutschlands, sich innerhalb von zwei Jahren mit den im Zusammenhang mit der deutschen Einigung
",96
3340,"aufgeworfenen Fragen zur Änderung oder Ergänzung des Grundgesetzes zu befassen, insbesondere
",93
3341,"-   in bezug auf das Verhältnis zwischen Bund und Ländern entsprechend dem Gemeinsamen Beschluß der
",100
3342,"Ministerpräsidenten vom 5. Juli 1990,
",38
3343,"-   in bezug auf die Möglichkeit einer Neugliederung für den Raum Berlin/Brandenburg abweichend von den
",104
3344,"Vorschriften des Artikels 29 des Grundgesetzes durch Vereinbarung der beteiligten Länder,
",90
3345," 
",2
3346,"
",1
3347,"-   mit den Überlegungen zur Aufnahme von Staatszielbestimmungen in das Grundgesetz sowie
",90
3348," 
",2
3349,"
",1
3350,"-   mit der Frage der Anwendung des Artikels 146 des Grundgesetzes und in deren Rahmen einer
",93
3351,"Volksabstimmung.
",17
3352," 
",2
3353,"
",1
3354," 
",2
3355,"Artikel 6
",10
3356,"Ausnahmebestimmung
",19
3357,"Artikel 131 des Grundgesetzes wird in dem in Artikel 3 genannten Gebiet vorerst nicht in Kraft gesetzt.
",104
3358," 
",2
3359,"Artikel 7
",10
3360,"Finanzverfassung
",17
3361,"(1) Die Finanzverfassung der Bundesrepublik Deutschland wird auf das in Artikel 3 genannte Gebiet erstreckt,
",109
3362,"soweit in diesem Vertrag nichts anderes bestimmt ist.
",54
3363," 
",2
3364,"
",1
3365,"(2) Für die Verteilung des Steueraufkommens auf den Bund sowie auf die Länder und Gemeinden
",92
3366,"(Gemeindeverbände) in dem in Artikel 3 genannten Gebiet gelten die Bestimmungen des Artikels 106 des
",101
3367,"Grundgesetzes mit der Maßgabe, daß
",35
3368,"1.   bis zum 31. Dezember 1994 Absatz 3 Satz 4 und Absatz 4 keine Anwendung finden;
",84
3369,"2.   bis zum 31. Dezember 1996 der Anteil der Gemeinden an dem Aufkommen der Einkommensteuer nach
",98
3370,"Artikel 106 Abs. 5 des Grundgesetzes von den Ländern an die Gemeinden nicht auf der Grundlage der
",98
3371,"Einkommensteuerleistung ihrer Einwohner, sondern nach der Einwohnerzahl der Gemeinden weitergeleitet
",101
3372,"wird;
",6
3373," 
",2
3374,"
",1
3375," 
",2
3376,"
",1
3377,"- Seite 49 von 50 -
",20
3378,"
",1
3379,"Ein Service des Bundesministeriums der Justiz und für Verbraucherschutz
",73
3380,"sowie des Bundesamts für Justiz ‒ www.gesetze-im-internet.de
",61
3381,"
",1
3382,"3.   bis zum 31. Dezember 1994 abweichend von Artikel 106 Abs. 7 des Grundgesetzes den Gemeinden
",97
3383,"(Gemeindeverbänden) von dem Länderanteil am Gesamtaufkommen der Gemeinschaftssteuern und dem
",93
3384,"gesamten Aufkommen der Landessteuern ein jährlicher Anteil von mindestens 20 vom Hundert sowie vom
",99
3385,"Länderanteil aus den Mitteln des Fonds ""Deutsche Einheit"" nach Absatz 5 Nr. 1 ein jährlicher Anteil von 40
",107
3386,"vom Hundert zufließt.
",22
3387," 
",2
3388,"
",1
3389,"(3) Artikel 107 des Grundgesetzes gilt in dem in Artikel 3 genannten Gebiet mit der Maßgabe, daß bis zum
",105
3390,"31. Dezember 1994 zwischen den bisherigen Ländern der Bundesrepublik Deutschland und den Ländern
",97
3391,"in dem in Artikel 3 genannten Gebiet die Regelung des Absatzes 1 Satz 4 nicht angewendet wird und ein
",102
3392,"gesamtdeutscher Länderfinanzausgleich (Artikel 107 Abs. 2 des Grundgesetzes) nicht stattfindet. Der
",100
3393,"gesamtdeutsche Länderanteil an der Umsatzsteuer wird so in einen Ost- und Westanteil aufgeteilt, daß im
",104
3394,"Ergebnis der durchschnittliche Umsatzsteueranteil pro Einwohner in den Ländern Brandenburg, MecklenburgVorpommern, Sachsen, Sachsen-Anhalt und Thüringen in den Jahren
",167
3395,"1991
",5
3396,"55 vom Hundert
",15
3397,"1992
",5
3398,"
",1
3399,"60 vom Hundert
",15
3400,"
",1
3401,"1993
",5
3402,"
",1
3403,"65 vom Hundert
",15
3404,"
",1
3405,"1994
",5
3406,"70 vom Hundert
",15
